Paper_Number;Paper_ID;Paper_Name;Paper_Link
500;mTDEA31w2L0J;Efficient exploration through bayesian deep q-networks ;https://ieeexplore.ieee.org/abstract/document/8503252/
501;uw7QkHPesXwJ;Tracing the evolution of AI in the past decade and forecasting the emerging trends ;https://www.sciencedirect.com/science/article/pii/S0957417422013732
502;AuEAF_vP3WoJ;A review on reinforcement learning algorithms and applications in supply chain management ;https://www.tandfonline.com/doi/abs/10.1080/00207543.2022.2140221
503;rjX2Gi-5uLEJ;Deep reinforcement learning with its application for lung cancer detection in medical Internet of Things ;https://www.sciencedirect.com/science/article/pii/S0167739X19303772
504;VP7fQFxG7Q4J;Optimal control via neural networks: A convex approach ;https://arxiv.org/abs/1805.11835
505;T0SMx9YFdi0J;Collaborative data scheduling for vehicular edge computing via deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9047880/
506;C3bDTfc4wr0J;In-context reinforcement learning with algorithm distillation ;https://arxiv.org/abs/2210.14215
507;Oj0N0Oy1ihUJ;Hybrid deep reinforcement learning based eco-driving for low-level connected and automated vehicles along signalized corridors ;https://www.sciencedirect.com/science/article/pii/S0968090X21000164
508;5MfyKycEe6cJ;Stabilizing reinforcement learning in dynamic environment with application to online recommendation ;https://dl.acm.org/doi/abs/10.1145/3219819.3220122
509;p5rH5p_NLoIJ;Artificial intelligence inspired transmission scheduling in cognitive vehicular communications and networks ;https://ieeexplore.ieee.org/abstract/document/8471165/
510;J0OoI5RccQIJ;Cross-type transfer for deep reinforcement learning based hybrid electric vehicle energy management ;https://ieeexplore.ieee.org/abstract/document/9105110/
511;NSkQAp2frj8J;Distributed machine learning for wireless communication networks: Techniques, architectures, and applications ;https://ieeexplore.ieee.org/abstract/document/9446488/
512;h4h0DSzOm7EJ;Transforming cooling optimization for green data center via deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/8772127/
513;oTmYGwC2ryoJ;Deep reinforcement learning for selecting demand forecast models to empower Industry 3.5 and an empirical study for a semiconductor component distributor ;https://www.tandfonline.com/doi/abs/10.1080/00207543.2020.1733125
514;GmQwJfhmps8J;Confuciux: Autonomous hardware resource assignment for dnn accelerators using reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9251929/
515;kJiEkHX5PZMJ;From active learning to deep reinforcement learning: Intelligent active flow control in suppressing vortex-induced vibration ;https://pubs.aip.org/aip/pof/article/33/6/063607/1065626
516;Eltrp8TZDiAJ;Adaptive optics based on machine learning: a review ;https://www.researching.cn/ArticlePdf/m00091/2022/5/7/200082.pdf
517;M-c9Ri3u-2oJ;Foundation models for decision making: Problems, methods, and opportunities ;https://arxiv.org/abs/2303.04129
518;5Y4AW7TA-YkJ;One solution is not all you need: Few-shot extrapolation via structured maxent rl ;https://proceedings.neurips.cc/paper/2020/hash/5d151d1059a6281335a10732fc49620e-Abstract.html
519;M0DJ1C6myugJ;A novel deep reinforcement learning controller based type-II fuzzy system: Frequency regulation in microgrids ;https://ieeexplore.ieee.org/abstract/document/8970451/
520;KjU5ZIJcJfIJ;Interpreting deep learning-based networking systems ;https://dl.acm.org/doi/abs/10.1145/3387514.3405859
521;c7q2rfhkFX4J;CIRS: Bursting filter bubbles by counterfactual interactive recommender system ;https://dl.acm.org/doi/abs/10.1145/3594871
522;FmLvMFE5ZzIJ;Time-driven feature-aware jointly deep reinforcement learning for financial signal representation and algorithmic trading ;https://www.sciencedirect.com/science/article/pii/S0957417419305822
523;-bWKhMJtiu4J;Dispatch of autonomous vehicles for taxi services: A deep reinforcement learning approach ;https://www.sciencedirect.com/science/article/pii/S0968090X19312227
524;9yvLv4asV5QJ;Cooperative perception with deep reinforcement learning for connected vehicles ;https://ieeexplore.ieee.org/abstract/document/9304570/
525;ddZc758RuQcJ;Parametrized deep q-networks learning: Reinforcement learning with discrete-continuous hybrid action space ;https://arxiv.org/abs/1810.06394
526;CVk9GrXIQw0J;Show, describe and conclude: On exploiting the structure information of chest x-ray reports ;https://arxiv.org/abs/2004.12274
527;nThiR77Z_J0J;rlpyt: A research code base for deep reinforcement learning in pytorch ;https://arxiv.org/abs/1909.01500
528;KL1wOy3w8EgJ;Deep reinforcement learning for energy-efficient networking with reconfigurable intelligent surfaces ;https://ieeexplore.ieee.org/abstract/document/9149380/
529;Dtz65CG8at4J;Multi-agent connected autonomous driving using deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9207663/
530;XTKphfwxsOMJ;Dynamic deep neural networks: Optimizing accuracy-efficiency trade-offs by selective execution ;https://ojs.aaai.org/index.php/AAAI/article/view/11630
531;cbPW_0X6Nd4J;Deep reinforcement learning in transportation research: A review ;https://www.sciencedirect.com/science/article/pii/S2590198221001317
532;XAAWN8cF_BUJ;Path planning for intelligent robots based on deep Q-learning with experience replay and heuristic knowledge ;https://ieeexplore.ieee.org/abstract/document/8853432/
533;XAqOEGTXTCsJ;Reinforcement learning for batch bioprocess optimization ;https://www.sciencedirect.com/science/article/pii/S0098135419304168
534;q-tXqEKltYIJ;Politex: Regret bounds for policy iteration using expert prediction ;http://proceedings.mlr.press/v97/lazic19a.html
535;G9J1IhWFjLsJ;Reinforcement learning with quantum variational circuit ;https://aaai.org/ojs/index.php/AIIDE/article/view/7437
536;2_Q0836fh1UJ;Deep reinforcement learning based control for Autonomous Vehicles in CARLA ;https://link.springer.com/article/10.1007/s11042-021-11437-3
537;zaa1dNNI530J;Should i run offline reinforcement learning or behavioral cloning? ;https://openreview.net/forum?id=AP1MKT37rJ
538;Foh5NnRcpIUJ;Deep deterministic policy gradient for urban traffic light control ;https://arxiv.org/abs/1703.09035
539;5RcMM9yhLh0J;Deep reinforcement learning for list-wise recommendations ;https://arxiv.org/abs/1801.00209
540;ma0KMYCcmKoJ;Dark, beyond deep: A paradigm shift to cognitive ai with humanlike common sense ;https://www.sciencedirect.com/science/article/pii/S2095809920300345
541;DFq_7MEx9YEJ;Deep reinforcement learning with a natural language action space ;https://arxiv.org/abs/1511.04636
542;9fejD_zmRNQJ;Machine learning techniques for THz imaging and time-domain spectroscopy ;https://www.mdpi.com/1424-8220/21/4/1186
543;5pv8KGdUnKYJ;Machine learning with neuromorphic photonics ;https://ieeexplore.ieee.org/abstract/document/8662590/
544;kKizDCJbQAgJ;The autonomous navigation and obstacle avoidance for USVs with ANOA deep reinforcement learning method ;https://www.sciencedirect.com/science/article/pii/S0950705119305350
545;Hq-YHMB69eIJ;Approximately solving mean field games via entropy-regularized deep reinforcement learning ;http://proceedings.mlr.press/v130/cui21a.html
546;MMzXtw9gmNoJ;Weighing counts: Sequential crowd counting by reinforcement learning ;https://link.springer.com/chapter/10.1007/978-3-030-58607-2_10
547;2utpajW8GIIJ;Robust detection of adversarial attacks by modeling the intrinsic properties of deep neural networks ;https://proceedings.neurips.cc/paper/2018/hash/e7a425c6ece20cbc9056f98699b53c6f-Abstract.html
548;NH8pkCyy6rQJ;Deep learning for portfolio optimization ;https://jfds.pm-research.com/content/early/2020/08/26/jfds.2020.1.042.full
549;3uVF1Z6VnvIJ;Dqnviz: A visual analytics approach to understand deep q-networks ;https://ieeexplore.ieee.org/abstract/document/8454905/
550;D0380DKPFyAJ;Leveraging UAVs for coverage in cell-free vehicular networks: A deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9082162/
551;QN3TkhS8aJYJ;Deep learning in visual tracking: A review ;https://ieeexplore.ieee.org/abstract/document/9666461/
552;l8aDn7kPfHkJ;Dynamic path planning of unknown environment based on deep reinforcement learning ;https://www.hindawi.com/journals/jr/2018/5781591/
553;dFjdwso5pv4J;Provably efficient reinforcement learning in partially observable dynamical systems ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/03d7e13f0092405804f3a381ade8f3f0-Abstract-Conference.html
554;9ja-DubC4xoJ;AI agents envisioning the future: Forecast-based operation of renewable energy storage systems using hydrogen with Deep Reinforcement Learning ;https://www.sciencedirect.com/science/article/pii/S0196890422001972
555;yZwJx4MSmvwJ;A multi-agent deep reinforcement learning approach for enhancement of COVID-19 CT image segmentation ;https://www.mdpi.com/2075-4426/12/2/309
556;0RhEyQOy3YEJ;Deephoyer: Learning sparser neural network with differentiable scale-invariant sparsity measures ;https://arxiv.org/abs/1908.09979
557;ZNu56J-2P7IJ;Adafocus v2: End-to-end training of spatial dynamic networks for video recognition ;https://ieeexplore.ieee.org/abstract/document/9879690/
558;KJoku61NoecJ;Nearly horizon-free offline reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/8396b14c5dff55d13eea57487bf8ed26-Abstract.html
559;_Y_6fGJGZ3IJ;Provable reinforcement learning with a short-term memory ;https://proceedings.mlr.press/v162/efroni22a.html
560;sUB0CZO2ksUJ;Deep reinforcement learning-based spectrum allocation in integrated access and backhaul networks ;https://ieeexplore.ieee.org/abstract/document/9086877/
561;Brz2e9ID8UkJ;Flexible resource block allocation to multiple slices for radio access network slicing using deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9057705/
562;EdoMrBHV1koJ;Convergence and sample complexity of gradient methods for the model-free linear–quadratic regulator problem ;https://ieeexplore.ieee.org/abstract/document/9448427/
563;UZTUkZeVN_8J;Efficient water desalination with graphene nanopores obtained using artificial intelligence ;https://www.nature.com/articles/s41699-021-00246-9
564;Y8xkmbgL9r4J;Lane change decision-making through deep reinforcement learning with rule-based constraints ;https://ieeexplore.ieee.org/abstract/document/8852110/
565;altSI0b7GYQJ;Building HVAC control with reinforcement learning for reduction of energy cost and demand charge ;https://www.sciencedirect.com/science/article/pii/S0378778821001171
566;9mBPtSsXlxYJ;Data-driven dynamic resource scheduling for network slicing: A deep reinforcement learning approach ;https://www.sciencedirect.com/science/article/pii/S0020025519303986
567;pot5XTqx3Z0J;Intelligent secure mobile edge computing for beyond 5G wireless networks ;https://www.sciencedirect.com/science/article/pii/S1874490721000203
568;myp3hUGITwkJ;A digital twin-based sim-to-real transfer for deep reinforcement learning-enabled industrial robot grasping ;https://www.sciencedirect.com/science/article/pii/S0736584522000539
569;wShLhHdGby4J;Reinforcement learning of beam codebooks in millimeter wave and terahertz MIMO systems ;https://ieeexplore.ieee.org/abstract/document/9610084/
570;Iu89axknarcJ;Soft actor-critic for navigation of mobile robots ;https://link.springer.com/article/10.1007/s10846-021-01367-5
571;4PojuKUkMX0J;A cookbook of self-supervised learning ;https://arxiv.org/abs/2304.12210
572;CeNckrZaZ7AJ;Asynchronous temporal fields for action recognition ;http://openaccess.thecvf.com/content_cvpr_2017/html/Sigurdsson_Asynchronous_Temporal_Fields_CVPR_2017_paper.html
573;aLyFbbeWwsMJ;Transfer learning ;https://books.google.com/books?hl=en&lr=&id=dG_IDwAAQBAJ&oi=fnd&pg=PR9&ots=Ud05dlXVxR&sig=Lf6JbbPVcSv45z6yw2ECQW5L1p8
574;Ui8nA43N4h0J;Revisiting parameter sharing in multi-agent deep reinforcement learning ;https://openreview.net/forum?id=MWj_P-Lk3jC
575;ggPymVvSCU0J;Application of deep reinforcement learning in stock trading strategies and stock forecasting ;https://link.springer.com/article/10.1007/s00607-019-00773-w
576;TLdRRS4_3p8J;Fathom: Reference workloads for modern deep learning methods ;https://ieeexplore.ieee.org/abstract/document/7581275/
577;yX6dSHFLpD0J;Deep active inference as variational policy gradients ;https://www.sciencedirect.com/science/article/pii/S0022249620300298
578;t3dV8N2r29UJ;Neural packet classification ;https://dl.acm.org/doi/abs/10.1145/3341302.3342221
579;hDaQoI_E_2cJ;Deep reinforcement learning for semisupervised hyperspectral band selection ;https://ieeexplore.ieee.org/abstract/document/9358199/
580;Lrap2UNP1IkJ;Use of proximal policy optimization for the joint replenishment problem ;https://www.sciencedirect.com/science/article/pii/S0166361519308218
581;r_ucTx8fIOsJ;Graphvite: A high-performance cpu-gpu hybrid system for node embedding ;https://dl.acm.org/doi/abs/10.1145/3308558.3313508
582;9ZA14_J-ZpEJ;Reinforcement learning techniques for optimal power control in grid-connected microgrids: A comprehensive review ;https://ieeexplore.ieee.org/abstract/document/9261330/
583;SbcOq-1oQrgJ;Deep reinforcement learning for general video game ai ;https://ieeexplore.ieee.org/abstract/document/8490422/
584;NbRINpyzFFkJ;Quantum neuron: an elementary building block for machine learning on quantum computers ;https://arxiv.org/abs/1711.11240
585;fDAUm01IFksJ;Artificial intelligence and augmented intelligence collaboration: regaining trust and confidence in the financial sector ;https://www.tandfonline.com/doi/abs/10.1080/13600834.2018.1488659
586;jN86VkRrqmkJ;Cross-domain ensemble distillation for domain generalization ;https://link.springer.com/chapter/10.1007/978-3-031-19806-9_1
587;79PWUPAy9fcJ;Cooperative wind farm control with deep reinforcement learning and knowledge-assisted learning ;https://ieeexplore.ieee.org/abstract/document/8999726/
588;A5EwTLwlDRwJ;Adversarial attack and defense in reinforcement learning-from AI security view ;https://link.springer.com/article/10.1186/s42400-019-0027-x
589;pzQ69czFYF0J;Experience replay optimization ;https://arxiv.org/abs/1906.08387
590;f20Z1uyb2-8J;Edge computing and its role in Industrial Internet: Methodologies, applications, and future directions ;https://www.sciencedirect.com/science/article/pii/S0020025520311865
591;CjztQDVawSEJ;Virtual-taobao: Virtualizing real-world online retail environment for reinforcement learning ;https://ojs.aaai.org/index.php/AAAI/article/view/4419
592;0Z14151EarwJ;First order constrained optimization in policy space ;https://proceedings.neurips.cc/paper/2020/hash/af5d5ef24881f3c3049a7b9bfe74d58b-Abstract.html
